,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
0,c5f20f7c-b61d-4bac-8dc4-efadf73d1b77,o0o__ uiu400__,https://play-lh.googleusercontent.com/a/AItbvmkB6uYFV08JDIai-SGK_6nIjxiWUgKA120yVd9n=mo,요구상황인는데요 영웅보스중에 아일린 피좀 변경좀 너무 피돼지임..,4,0,1.04.1,2022-08-06 15:35:59,,
1,c5b0db03-a8bd-425b-8532-15c63e646572,young mo choi,https://play-lh.googleusercontent.com/a/AItbvmnwwPyz5xL_pUL3DCb_6OLte2bCpDmaHBKpB5Ve=mo,재미있다,5,0,1.04.1,2022-08-06 15:32:57,,
2,ecb583d1-a301-4c1b-8c2b-7ab0198769db,르카포,https://play-lh.googleusercontent.com/a/AItbvmk3n_odRgfwJ_P_XlYlXTtvCVmyzpMMRgZmmJZd=mo,특이점없음,3,0,1.04.1,2022-08-06 15:28:27,,
3,5c01746b-7dc5-4fe7-a368-07c71294231c,내 계정돌려주라고,https://play-lh.googleusercontent.com/a-/AFdZucroMQ-a0yfjVQRQuugw6I3suRKnBs7-eecsvTVPUA,아ㅋㅋ 니들 본진이나 살리라고ㅋㅋ,1,0,,2022-08-06 15:22:02,,
4,355a7091-2da0-4b2e-8e66-d75135fb2237,박호제,https://play-lh.googleusercontent.com/a/AItbvmkbDgIb1ZRFYI-OMDwNeEgx_kDUlrVUE01OCMey=mo,재밌네요 ㅎㅎㅎㅎ 심심할때 하면 최고에용,5,0,1.04.1,2022-08-06 15:02:08,,
5,58e2f37e-17b6-48ba-a278-2c2d5c664c47,김성수,https://play-lh.googleusercontent.com/a/AItbvmkiWFSOPXLErQN2lr_qe18BhZilVE6cNfo8nYon=mo,생각보다재미있네요,4,0,1.04.1,2022-08-06 14:50:24,,
6,10d7af30-2aaf-432b-9b29-8ca99027d9b9,김현철,https://play-lh.googleusercontent.com/a/AItbvmleALBn2pFLyAf_XHtq3ZD0ZSuuvrlC-lB1Al3D=mo,재밋다,5,0,1.04.1,2022-08-06 14:49:51,,
7,3b214cfd-2371-4e96-a8d7-5828ad513629,밤,https://play-lh.googleusercontent.com/a-/AFdZucqNoyNyqcw10siY9_DkYzz5tEMiQtt47hkeZQ3J,평점 조작 알바 쓰누? 또 답글 대충 쓰나보네요? 여기 게임 지금 막 철저하게 굴림 당하는 뽑기 리니지금 망겜 소리 듣는데 이럴거면 초기 오픈 시절레 오픈하지 그랬나요?,1,0,,2022-08-06 14:39:37,"안녕하세요 밤 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

먼저 리뷰 댓글 내용만으로 어떤 내용인지 확인이 어려워 답변드리기 어려운 상황입니다.
번거로우시더라도 아래 고객센터로 접수 부탁드리며 신속하게 답변드릴 수 있도록 노력하겠습니다.

고객센터 : 공식 포럼 → FAQ → 문의 유형 선택 → 1:1 문의하기

감사합니다.",2022-08-06 14:38:01
8,cf48ac98-d088-4ea5-8fa0-9b262fd4a0ea,흑우,https://play-lh.googleusercontent.com/a-/AFdZucpHUcmbWYgms_DLXEcsCQBNA-ISvuCrwdW5CNeErw,"중국겜에 비교하는게 실례일정도로 똥구린 퀼로 겜 쳐낼거면 빨리 회사 문닫아라. 과금모델부터, 캐릭까지 하나도 나은게 없어.",1,0,1.04.1,2022-08-06 14:28:10,,
9,3dc57b1b-b315-4609-91a6-670f79cc597b,키온,https://play-lh.googleusercontent.com/a-/AFdZucp8YJ7LHRyW6DyVNHO4IB6fKpwnQ7__Vp64Jj5hXA,기대가 너무 컸는데 게임이 미완성인채로 나온듯,1,0,1.04.1,2022-08-06 14:23:32,"안녕하세요 키온 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

계승자님께 만족스러운 경험을 선사 드리지 못해,
속상한 심정입니다.

세븐나이츠 레볼루션은 세븐나이츠 IP 게임으로써,
세븐나이츠를 대신할 수는 없겠으나, 레볼루션만의 색깔로
즐거움을 선사 드리기 위해 노력하겠습니다.

앞으로의 세븐나이츠 레볼루션을 기대해주시고
많은 관심 부탁드립니다.

감사합니다.",2022-08-06 15:32:00
10,a6a632e7-e66c-40af-9048-f881c9351106,이지원,https://play-lh.googleusercontent.com/a-/AFdZucoWYP2J9vFsflLGRo4J7NsCFdNhtW_Kw0A0PgWnYQ,뭐 이런 저런 버그가 있지만 발열 심해서 렉걸리는거 말고는 무과금으로도 충분히 어려움 깰 수 있습니다. 정확히 6일만에 깼네요,5,0,1.04.1,2022-08-06 14:15:22,,
11,c042562c-63ea-47af-af4b-058e553ec532,클스,https://play-lh.googleusercontent.com/a-/AFdZucpgztbOFRJOw6_KDJeJNsvQIa_DAdGzcFyN6sc-,커마 짱임.,5,0,1.04.1,2022-08-06 14:14:45,,
12,72cc8fa7-63c0-424d-9fa3-f0f836ef3cc1,오오,https://play-lh.googleusercontent.com/a-/AFdZucqMnkKcFv-IqNRJkllt8bUE1NVJl3CoWzid7lEb,겨우 연명하는 세나의 목숨을.......,5,0,1.04.1,2022-08-06 14:13:28,,
13,6838d192-3a6e-4dd2-97c8-8bce70cba2bf,박주식,https://play-lh.googleusercontent.com/a-/AFdZucq0PaDXFme80_I3ZZHTc4RKg6HJET7bZzYb1DK1hg,아직 안해봤음. 설치중.,5,0,1.04.1,2022-08-06 14:10:44,,
14,6e7367ea-2df0-4fe8-864f-ce8858a65a1c,예남용,https://play-lh.googleusercontent.com/a/AItbvmlpujdKLAtGh0imVXF0Bq5UAEVu4PnVngDSg7Wn=mo,좋아요,5,0,1.04.1,2022-08-06 14:03:18,,
15,4581f385-3bff-4064-b799-c1e1f7477af3,김용선,https://play-lh.googleusercontent.com/a-/AFdZucqsjOKFaJUE0EycsBZ_eg8M6vh0I1lJFeUEpQucQw,아직까진소소,4,0,1.04.1,2022-08-06 13:48:30,,
16,f7c414eb-237f-4461-8b23-04aa42cc4e18,정윤철,https://play-lh.googleusercontent.com/a-/AFdZucohSMjBop_HI3fp97g7MFgOFMcBp8BV9X2_zrEX,ㄹㅇ 노잼겜 ㅋㅋㅋㅋ,1,1,,2022-08-06 13:31:31,"안녕하세요 정윤철 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

계승자님께 만족스러운 경험을 선사 드리지 못해,
속상한 심정입니다.

세븐나이츠 레볼루션은 세븐나이츠 IP 게임으로써,
세븐나이츠를 대신할 수는 없겠으나, 레볼루션만의 색깔로
즐거움을 선사 드리기 위해 노력하겠습니다.

앞으로의 세븐나이츠 레볼루션을 기대해주시고
많은 관심 부탁드립니다.

감사합니다.",2022-08-06 13:47:01
17,89a842e8-61da-4e1c-9697-cd1b83dc8751,청매아,https://play-lh.googleusercontent.com/a-/AFdZucpLBTqdk6Jz3wziYJ3OmzCfapoH6RGaR2wjaGd-,너무 재밋음니다 스토리 보는맛이 쏠쏠해요!,5,0,1.04.0,2022-08-06 13:24:43,,
18,8a372fbd-4460-4e42-90fd-966d0d792481,주니,https://play-lh.googleusercontent.com/a-/AFdZucoRR2Dr5xpFerUIGVIdC-dW8UdmAt_WxTy6lLRH,패치정보없이 게임시작하면안되나요?패치다운받는데4시간걸리네요,5,0,1.04.1,2022-08-06 13:22:42,,
19,642e2d5c-5c33-4441-9a6d-15b02b35e3f9,공릉동멸치국수,https://play-lh.googleusercontent.com/a/AItbvmlxX62g92i7_UI8PJ_ymOan3Wy4BNpqh0d9kL_L=mo,여캐 이쁨,4,0,1.04.0,2022-08-06 13:19:55,,
20,b72e3f6d-e181-4989-a2b1-5e9a96a0f357,권기범,https://play-lh.googleusercontent.com/a/AItbvmmb1_McepSRct5Ooehyw3HEAbIfE5_xZaYFwEw=mo,"겜출시부터 쭉랭커였던 사람으로서 적자면 장점:그래픽 넘사 단점:그래픽만넘사 폰겜이지만 폰으로하면 발열 렉땜에 못함 pc로하자니 버그가 너무심함 5분에1번팅기는정도 캐릭들 밸런스 아예안맞음 결투장 특정캐릭터의 오버밸런스 특정캐릭없는사람은 바닥이나 깔아야댐 무과금도 할수있다고 사전설명회에서 말했지만 무과금이아닌 소중과금도 하기힘들정도 컨텐츠 부족 에피소드1일컷 하면 할게 재료파밍뿐임 극악의재료파밍 재료파밍해도 재료경험치재료 구하는데 한세월 재료있다고 다가아님 경험치하나하나다먹여야하는데 수급처가 없음 과금유도 엄청남 골드수급처가없어서 루비로 골드를 사야대는지경 +뽑기 확률조작,카린영웅무기 버그있음에도 대처안하고 방치함 이후 미숙한대처 끝",1,0,,2022-08-06 13:14:06,,
21,44726e34-06b7-4022-9f8f-90c9f3a622b9,1N2EON 4,https://play-lh.googleusercontent.com/a-/AFdZucof78SMuclJnAQU-6GSiPJb6LxYpq_BmpNgWLTp,너무 재미있어요. 무과금으로도 충분히 4성을 얻을수 있다는게 너무 좋네요.,5,0,1.04.1,2022-08-06 13:12:13,,
22,7980e346-2038-4f8e-87fa-dc0677e0eaba,청호사신,https://play-lh.googleusercontent.com/a-/AFdZucqbEAhy1rXFGmX-MsJ_xzOeYmP4f-C1bmLgg_4Y2w,재미있네요.,5,0,1.04.1,2022-08-06 13:06:10,,
23,500a6658-98ab-4fdd-bd63-1e87a2835103,ᄒᄒ,https://play-lh.googleusercontent.com/a-/AFdZucoc_q4hCi8GUqMbpIafxJs6vLixxOfZ0pzRReVsdg,"일단 화질은 당근 좋습니다. 하지만 단점은 가끔 랙이 걸리고,레벨업을 할수록 레벨업 하기가 힘들어지고 루비모으기가 좀 힘든것같아요. 그냥 무난무난한 게임인거같네요. 재미있다기도 애매하고 재미없는건 아니고.. 아! 그리고 스토리는 재미있습니다! 심심할때 하면 좋을거같네요.",3,0,,2022-08-06 13:04:18,,
24,ffa2af4a-9a57-439a-a3ec-6e48a0c693a1,이민규,https://play-lh.googleusercontent.com/a/AItbvmnhBwV4alfAhczfcSCuEzTzHg6YH1LZ30ytDu1l=mo,4성 확률이 너무 낮아서 스토리 진행이 어렵네요,3,0,1.04.1,2022-08-06 13:02:03,,
25,3c6226fc-a4d3-4864-97f3-b3fc00a1e4e9,서현종,https://play-lh.googleusercontent.com/a/AItbvmkdu-uqJ1aNhd5UxOLWxN-0x6WfnDLkLbAMJvlZ=mo,나쁘지않음,4,0,1.04.1,2022-08-06 12:55:26,,
26,c736beb9-a3b7-495d-a97a-673deacaaf7c,은총,https://play-lh.googleusercontent.com/a/AItbvmmP5L_saU04_I5YCf1TEev8Cd4XsEb3NEk2jMVH=mo,진짜 작정하고 만든거라고 생각이 드는데 지금 렉걸려서 못들어가는중 화면 깜빡깜빡해요,5,0,1.04.1,2022-08-06 12:51:31,,
27,fc361872-f3d2-4fb2-babf-c7f4996f0cfc,조철환,https://play-lh.googleusercontent.com/a/AItbvmnzgKN1Yp3AL9qxBFVliX6ayebPrjh5RgT_aUir=mo,글삭 하지마라 다시쓴다,1,0,,2022-08-06 12:47:55,"안녕하세요 조철환 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

우선 만족할만한 게임 서비스를 제공해드리지 못한 점 죄송합니다.

다양한 콘텐츠와 이벤트를 기획하여
세븐나이츠 레볼루션을 보다 재미있게 즐기실 수 있도록 노력하겠습니다.

혹여라도 게임 이용 중 불편했던 부분이나 건의하실 사항이 있다면
고객센터를 통해 1:1 문의를 남겨주세요.

다양한 의견 청취를 통해 더욱 나은 서비스를 제공해드릴 수 있도록 최선을 다하겠습니다.

감사합니다.",2022-08-06 12:44:45
28,be64fab3-8593-4cc8-a285-3a2bb906be4e,박진재,https://play-lh.googleusercontent.com/a/AItbvmngvXccXDgA3WDMieQdHUd8IYE3AP2M8AbxSXOk=mo,너무 재밌다 어렵다,5,0,1.04.1,2022-08-06 12:45:09,,
29,9c4d524d-92a2-48ad-ac89-270b1ab4abe6,양승천,https://play-lh.googleusercontent.com/a-/AFdZucobbUeJY9mr6bYla892NkGvT2mE__zmYptEypa0zA,재미써!,5,0,1.04.1,2022-08-06 12:41:39,,
30,acbda76d-8241-49fd-b1ad-52ed976999cd,김민석,https://play-lh.googleusercontent.com/a/AItbvmmMDheMxAOsKBPS7IIzOQtFPW5qBN_HuFdvyex2=mo,다 괜찬은대 보상이나 영웅얻기가 너무힘들어요,3,0,1.04.1,2022-08-06 12:26:45,,
31,6ff4b821-e621-40af-8507-147c3e9307bc,김종환,https://play-lh.googleusercontent.com/a/AItbvmmqCmc5zLIXyNyrDAlKK3fpDCiluJWtgZsUL43u=mo,손이넘 많이가요,1,0,1.04.1,2022-08-06 12:17:28,,
32,f9091678-df4d-4a57-a5e6-16723df46108,G.D BAEK,https://play-lh.googleusercontent.com/a/AItbvmlDCsV53-ob00Zb7jHz2g9ZpfwT6dEC7ZXKVg1y=mo,뽑기..이래도 되나..싶을정도로 확률 개ㅆㄹㄱ!!! 장비 얻기도 힘들고..진화도 힘들고..-.-;; 차라리 세나2가 조금더 나을듯..싶다가도 너무 노잼들이라 손절 각!!!,1,0,1.04.1,2022-08-06 12:02:44,,
33,1e61da4c-d21a-4368-a677-d2d54250b5ac,사무라,https://play-lh.googleusercontent.com/a/AItbvmnfMWA2cvvjhCPjU6TD56T4Cm-gQYytN0vRvGVO=mo,확률조작이냐 20번리세하는데 어찌 4성1개조차안나오냐 극혐이다,1,0,1.04.1,2022-08-06 12:02:27,,
